contest_id,name,draft_group,game_type,entry_fee,entries,max_entries,max_per_user,prize_pool,starts_utc,starts_text
195648007,NFL $3M Fantasy Football Millionaire [$1M to 1st],153428,Classic,20.0,21545,176470,150,3000000.0,2026-09-20 17:00:00+00:00,Sun 1:00PM
195648008,NFL $3M Fantasy Football Millionaire [$1M to 1st],153428,Classic,555.0,898,6006,150,3000000.0,2026-09-20 17:00:00+00:00,Sun 1:00PM
195745385,NFL $6M Midseason Main Event [$1.5M to 1st],153728,Classic,1500.0,0,4444,133,6000000.0,2026-11-01 18:00:00+00:00,Sun 1:00PM
195677825,NFL Showdown $1.5M Thursday Night Showdown [$500K to 1st] (DET @ BUF),153434,Showdown Captain Mode,20.0,34920,88235,150,1500000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677823,NFL Showdown $600K Wildcat [$150K to 1st] (DET @ BUF),153434,Showdown Captain Mode,333.0,897,2002,60,600000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677827,NFL Showdown $300K Play-Action [20 Entry Max] (DET @ BUF),153434,Showdown Captain Mode,3.0,51968,118906,20,300000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677821,NFL Showdown $61K Luxury Box [$20K to 1st] (DET @ BUF),153434,Showdown Captain Mode,1500.0,16,43,1,61000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677822,NFL Showdown $21.3K Luxury Box [$10K to 1st] (DET @ BUF),153434,Showdown Captain Mode,1500.0,14,15,1,21300.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677826,NFL Showdown $250K Flea Flicker [$50K to 1st] (DET @ BUF),153434,Showdown Captain Mode,5.0,36596,59453,150,250000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677820,NFL Showdown $402K Luxury Box [$100K to 1st] (DET @ BUF),153434,Showdown Captain Mode,3180.0,78,134,4,402000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677876,"NFL Showdown $160K Four-Point Stance [$50K to 1st, 5 Entry Max] (DET @ BUF)",153434,Showdown Captain Mode,444.0,179,400,5,160000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195648006,NFL $800K Play-Action [20 Entry Max],153428,Classic,3.0,44509,317082,20,800000.0,2026-09-20 17:00:00+00:00,Sun 1:00PM
195648009,NFL $900K Luxury Box [$200K to 1st],153428,Classic,3180.0,42,300,9,900000.0,2026-09-20 17:00:00+00:00,Sun 1:00PM
195677865,NFL Showdown Single Entry $5 Double Up (DET @ BUF),153434,Showdown Captain Mode,5.0,542,1379,1,6000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677866,NFL Showdown Single Entry $5 Double Up (DET @ BUF),153434,Showdown Captain Mode,5.0,324,689,1,3000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677867,NFL Showdown Single Entry $5 Double Up (DET @ BUF),153434,Showdown Captain Mode,5.0,157,229,1,1000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677881,NFL Showdown Single Entry $5 Double Up (DET @ BUF),153434,Showdown Captain Mode,5.0,131,229,1,1000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677882,NFL Showdown Single Entry $5 Double Up (DET @ BUF),153434,Showdown Captain Mode,5.0,114,229,1,1000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677883,NFL Showdown Single Entry $5 Double Up (DET @ BUF),153434,Showdown Captain Mode,5.0,111,229,1,1000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677884,NFL Showdown Single Entry $5 Double Up (DET @ BUF),153434,Showdown Captain Mode,5.0,112,229,1,1000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195667470,$14M 2026 Fantasy Football World Championship Qualifier #20 (DET @ BUF),153434,Showdown Captain Mode,490.0,124,200,6,83300.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677840,"NFL Showdown $100K Spy [$20K to 1st, Single Entry] (DET @ BUF)",153434,Showdown Captain Mode,100.0,395,1111,1,100000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677841,NFL Showdown $35K Spy [Single Entry] (DET @ BUF),153434,Showdown Captain Mode,100.0,139,388,1,35000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677858,NFL Showdown Single Entry $25 Double Up (DET @ BUF),153434,Showdown Captain Mode,25.0,221,459,1,10000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677859,NFL Showdown Single Entry $25 Double Up (DET @ BUF),153434,Showdown Captain Mode,25.0,103,229,1,5000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195759009,NFL Showdown Single Entry $25 Double Up (DET @ BUF),153434,Showdown Captain Mode,25.0,35,137,1,3000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677877,NFL Showdown Single Entry $25 Double Up (DET @ BUF),153434,Showdown Captain Mode,25.0,33,45,1,1000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677878,NFL Showdown Single Entry $25 Double Up (DET @ BUF),153434,Showdown Captain Mode,25.0,28,45,1,1000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677879,NFL Showdown Single Entry $25 Double Up (DET @ BUF),153434,Showdown Captain Mode,25.0,30,45,1,1000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195677880,NFL Showdown Single Entry $25 Double Up (DET @ BUF),153434,Showdown Captain Mode,25.0,31,45,1,1000.0,2026-09-18 00:15:00+00:00,Thu 8:15PM
195648010,"NFL $500K Power Sweep [$100K to 1st, 5 Entry Max]",153428,Classic,150.0,651,3703,5,500000.0,2026-09-20 17:00:00+00:00,Sun 1:00PM
195661358,"NFL $250K Power Sweep [$50K to 1st, 3 Entry Max]",153428,Classic,150.0,272,1851,3,250000.0,2026-09-20 17:00:00+00:00,Sun 1:00PM
195661359,NFL $100K Power Sweep [3 Entry Max],153428,Classic,150.0,131,740,3,100000.0,2026-09-20 17:00:00+00:00,Sun 1:00PM
