contest_id,name,draft_group,game_type,entry_fee,entries,max_entries,max_per_user,prize_pool,starts_utc,starts_text
195905122,NFL $2.75M Fantasy Football Millionaire [$1M to 1st],153769,Classic,20.0,7576,161764,150,2750000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195905124,NFL $2.75M Fantasy Football Millionaire [$1M to 1st],153769,Classic,555.0,375,5505,150,2750000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195745385,NFL $6M Midseason Main Event [$1.5M to 1st],153728,Classic,1500.0,10,4444,133,6000000.0,2026-11-01 18:00:00+00:00,Sun 1:00PM
195943234,NFL Showdown $1.5M Thursday Night Showdown [$500K to 1st] (ATL @ GB),153775,Showdown Captain Mode,20.0,4041,88235,150,1500000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943232,NFL Showdown $600K Wildcat [$150K to 1st] (ATL @ GB),153775,Showdown Captain Mode,333.0,188,2002,60,600000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195905121,NFL $750K Play-Action [20 Entry Max],153769,Classic,3.0,14488,297265,20,750000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195905125,NFL $900K Luxury Box [$200K to 1st],153769,Classic,3180.0,30,300,9,900000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195943236,NFL Showdown $300K Play-Action [20 Entry Max] (ATL @ GB),153775,Showdown Captain Mode,3.0,5420,118906,20,300000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943229,NFL Showdown $402K Luxury Box [$100K to 1st] (ATL @ GB),153775,Showdown Captain Mode,3180.0,20,134,4,402000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943235,NFL Showdown $250K Flea Flicker [$50K to 1st] (ATL @ GB),153775,Showdown Captain Mode,5.0,3437,59453,150,250000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195921978,"NFL $400K Game Changer [$100K to 1st, Single Entry]",153769,Classic,1500.0,19,282,1,400000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195905126,"NFL $500K Power Sweep [$100K to 1st, 5 Entry Max]",153769,Classic,150.0,271,3703,5,500000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921967,"NFL $250K Power Sweep [$50K to 1st, 3 Entry Max]",153769,Classic,150.0,88,1851,3,250000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921968,"NFL $150K Power Sweep [$30K to 1st, 3 Entry Max]",153769,Classic,150.0,43,1111,3,150000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921983,"NFL $400K Spy [$100K to 1st, Single Entry]",153769,Classic,100.0,192,4444,1,400000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921984,"NFL $200K Spy [$50K to 1st, Single Entry]",153769,Classic,100.0,89,2222,1,200000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921932,NFL $50K Spy [Single Entry],153769,Classic,100.0,40,555,1,50000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195922003,NFL GIANT $25 Double Up [Single Entry],153769,Classic,25.0,103,3448,1,75000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195922004,NFL GIANT $25 Double Up [Single Entry],153769,Classic,25.0,51,1839,1,40000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195922002,NFL GIANT $25 Double Up,153769,Classic,25.0,64,1379,41,30000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195922005,NFL GIANT $25 Double Up [Single Entry],153769,Classic,25.0,44,1149,1,25000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921954,NFL $400K Flea Flicker [$50K to 1st],153769,Classic,5.0,3999,95124,150,400000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921945,NFL $100K Pocket Passer [4 Entry Max],153769,Classic,250.0,30,444,4,100000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921944,NFL $61K Luxury Box [$20K to 1st],153769,Classic,1500.0,2,43,1,61000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195943226,NFL Showdown $100K Huddle [Single Entry] (ATL @ GB),153775,Showdown Captain Mode,5.0,631,23781,1,100000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943227,NFL Showdown $10K Huddle [Single Entry] (ATL @ GB),153775,Showdown Captain Mode,5.0,208,2378,1,10000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943233,NFL Showdown $150K Bootleg [$50K to 1st] (ATL @ GB),153775,Showdown Captain Mode,33.0,189,5300,150,150000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195921942,NFL $160K Thunderdome [Single Entry],153769,Classic,5300.0,3,32,1,160000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921130,NFL $20K Thunderdome [Must Fill],153769,Classic,5300.0,0,4,1,20000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921943,NFL $200K Luxury Box [$75K to 1st],153769,Classic,2120.0,14,100,3,200000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921986,"NFL $200K Red Zone [$25K to 1st, Single Entry]",153769,Classic,50.0,145,4545,1,200000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921933,NFL $100K Red Zone [Single Entry],153769,Classic,50.0,56,2272,1,100000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921934,NFL $50K Red Zone [Single Entry],153769,Classic,50.0,49,1136,1,50000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921966,"NFL $250K Facemask [5 Entry Max, $50K to 1st]",153769,Classic,555.0,44,500,5,250000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921987,NFL $175K Fair Catch [Single Entry],153769,Classic,12.0,459,17156,1,175000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921988,NFL $75K Fair Catch [Single Entry],153769,Classic,12.0,213,7352,1,75000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921936,NFL $50K Fair Catch [Single Entry],153769,Classic,12.0,198,4901,1,50000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921941,NFL GIANT $5 Double Up,153769,Classic,5.0,305,9195,150,40000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195922009,NFL GIANT $5 Double Up [Single Entry],153769,Classic,5.0,179,4597,1,20000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921999,NFL GIANT $50 Double Up [Single Entry],153769,Classic,50.0,35,1136,1,50000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195922000,NFL GIANT $50 Double Up [Single Entry],153769,Classic,50.0,24,681,1,30000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195922001,NFL GIANT $50 Double Up [Single Entry],153769,Classic,50.0,21,454,1,20000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921940,NFL GIANT $10 Double Up [Single Entry],153769,Classic,10.0,180,4597,1,40000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195922006,NFL GIANT $10 Double Up,153769,Classic,10.0,166,3448,103,30000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195922007,NFL GIANT $10 Double Up [Single Entry],153769,Classic,10.0,97,2873,1,25000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921995,NFL GIANT $100 Double Up [Single Entry],153769,Classic,100.0,28,555,1,50000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921996,NFL GIANT $100 Double Up [Single Entry],153769,Classic,100.0,14,333,1,30000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921997,NFL GIANT $100 Double Up [Single Entry],153769,Classic,100.0,12,222,1,20000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921981,"NFL $125K Double Spy [$25K to 1st, Single Entry]",153769,Classic,200.0,39,694,1,125000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921982,"NFL $75K Double Spy [$20K to 1st, Single Entry]",153769,Classic,200.0,31,416,1,75000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195923616,$14M 2026 Fantasy Football World Championship Qualifier #50,153769,Classic,10170.0,2,14,1,122450.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195923614,$14M 2026 Fantasy Football World Championship Qualifier #48,153769,Classic,10170.0,2,12,1,104960.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195923615,$14M 2026 Fantasy Football World Championship Qualifier #49,153769,Classic,10170.0,4,12,1,104960.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195923609,$14M 2026 Fantasy Football World Championship Qualifier #42,153769,Classic,18.0,396,5000,150,76500.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921959,NFL $175K mini-MAX [150 Entry Max],153769,Classic,0.5,21141,416171,150,175000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195923617,$14M 2026 Fantasy Football World Championship Qualifier #45,153769,Classic,490.0,42,235,7,97900.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195923610,$14M 2026 Fantasy Football World Championship Qualifier #43,153769,Classic,50.0,144,1734,52,73700.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195923611,$14M 2026 Fantasy Football World Championship Qualifier #44,153769,Classic,125.0,81,734,22,78000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195923612,$14M 2026 Fantasy Football World Championship Qualifier #46,153769,Classic,1350.0,9,67,2,77800.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921937,NFL $100K Huddle [Single Entry],153769,Classic,5.0,813,23781,1,100000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921938,NFL $10K Huddle [Single Entry],153769,Classic,5.0,325,2378,1,10000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921970,NFL $150K Three-Point Stance [5 Entry Max],153769,Classic,33.0,240,5300,5,150000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921935,NFL $100K Blind Side [Single Entry],153769,Classic,27.0,119,4319,1,100000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195905123,NFL $125K First Down [20 Entry Max],153769,Classic,1.0,7813,148632,20,125000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921953,"NFL $100K Slant [$10K to 1st, 2x Min Cash]",153769,Classic,9.0,670,13071,150,100000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921971,NFL $75K Screen Pass [5 Entry Max],153769,Classic,15.0,278,5882,5,75000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921972,NFL $30K Screen Pass [3 Entry Max],153769,Classic,15.0,164,2352,3,30000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921993,NFL GIANT $250 Double Up [Single Entry],153769,Classic,250.0,9,177,1,40000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195921939,NFL GIANT $250 Double Up [Single Entry],153769,Classic,250.0,4,88,1,20000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195943285,"NFL Showdown $160K Four-Point Stance [$50K to 1st, 5 Entry Max] (ATL @ GB)",153775,Showdown Captain Mode,444.0,34,400,5,160000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943249,"NFL Showdown $100K Spy [$20K to 1st, Single Entry] (ATL @ GB)",153775,Showdown Captain Mode,100.0,50,1111,1,100000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943250,NFL Showdown $35K Spy [Single Entry] (ATL @ GB),153775,Showdown Captain Mode,100.0,14,388,1,35000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943274,NFL Showdown Single Entry $5 Double Up (ATL @ GB),153775,Showdown Captain Mode,5.0,53,1379,1,6000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943275,NFL Showdown Single Entry $5 Double Up (ATL @ GB),153775,Showdown Captain Mode,5.0,29,689,1,3000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943276,NFL Showdown Single Entry $5 Double Up (ATL @ GB),153775,Showdown Captain Mode,5.0,16,229,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943290,NFL Showdown Single Entry $5 Double Up (ATL @ GB),153775,Showdown Captain Mode,5.0,12,229,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943291,NFL Showdown Single Entry $5 Double Up (ATL @ GB),153775,Showdown Captain Mode,5.0,11,229,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943292,NFL Showdown Single Entry $5 Double Up (ATL @ GB),153775,Showdown Captain Mode,5.0,11,229,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943293,NFL Showdown Single Entry $5 Double Up (ATL @ GB),153775,Showdown Captain Mode,5.0,10,229,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943267,NFL Showdown Single Entry $25 Double Up (ATL @ GB),153775,Showdown Captain Mode,25.0,22,459,1,10000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943268,NFL Showdown Single Entry $25 Double Up (ATL @ GB),153775,Showdown Captain Mode,25.0,12,229,1,5000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943269,NFL Showdown Single Entry $25 Double Up (ATL @ GB),153775,Showdown Captain Mode,25.0,1,45,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943286,NFL Showdown Single Entry $25 Double Up (ATL @ GB),153775,Showdown Captain Mode,25.0,2,45,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943287,NFL Showdown Single Entry $25 Double Up (ATL @ GB),153775,Showdown Captain Mode,25.0,1,45,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943288,NFL Showdown Single Entry $25 Double Up (ATL @ GB),153775,Showdown Captain Mode,25.0,1,45,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
195943289,NFL Showdown Single Entry $25 Double Up (ATL @ GB),153775,Showdown Captain Mode,25.0,0,45,1,1000.0,2026-09-25 00:15:00+00:00,Thu 8:15PM
