contest_id,name,draft_group,game_type,entry_fee,entries,max_entries,max_per_user,prize_pool,starts_utc,starts_text
195786066,NFL Showdown $600K Wildcat [$150K to 1st] (NYG @ LAR),153449,Showdown Captain Mode,333.0,2000,2002,60,600000.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195935608,NFL Showdown $8.1K Wildcat [Single Entry] (NYG @ LAR),153449,Showdown Captain Mode,333.0,8,27,1,8100.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195786068,NFL Showdown $1.5M Monday Night Showdown [$500K to 1st] (NYG @ LAR),153449,Showdown Captain Mode,20.0,88160,88235,150,1500000.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195934145,NFL Showdown $40K Monday Night Showdown [$10K to 1st] (NYG @ LAR),153449,Showdown Captain Mode,20.0,1425,2352,70,40000.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195905122,NFL $2.75M Fantasy Football Millionaire [$1M to 1st],153769,Classic,20.0,3923,161764,150,2750000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195905124,NFL $2.75M Fantasy Football Millionaire [$1M to 1st],153769,Classic,555.0,237,5505,150,2750000.0,2026-09-27 17:00:00+00:00,Sun 1:00PM
195745385,NFL $6M Midseason Main Event [$1.5M to 1st],153728,Classic,1500.0,4,4444,133,6000000.0,2026-11-01 18:00:00+00:00,Sun 1:00PM
195786048,NFL Showdown $100K Huddle [Single Entry] (NYG @ LAR),153449,Showdown Captain Mode,5.0,23339,23781,1,100000.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195935694,NFL Showdown $7.5K Huddle [Single Entry] (NYG @ LAR),153449,Showdown Captain Mode,5.0,239,1783,1,7500.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195795618,$3M NFL King of the Desert Qualifier #24 (NYG @ LAR),153449,Showdown Captain Mode,400.0,56,67,2,22800.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195931288,NFL Showdown $7.5K Red Zone [Single Entry] (NYG @ LAR),153449,Showdown Captain Mode,50.0,114,170,1,7500.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195935664,NFL Showdown $2.5K Red Zone [Single Entry] (NYG @ LAR),153449,Showdown Captain Mode,50.0,9,56,1,2500.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195935390,NFL Showdown $5K Bubble Screen [Single Entry] (NYG @ LAR),153449,Showdown Captain Mode,15.0,157,392,1,5000.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195931335,NFL Showdown Single Entry $5 Double Up (NYG @ LAR),153449,Showdown Captain Mode,5.0,152,172,1,750.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195933414,NFL Showdown Single Entry $5 Double Up (NYG @ LAR),153449,Showdown Captain Mode,5.0,101,172,1,750.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195933578,NFL Showdown Single Entry $5 Double Up (NYG @ LAR),153449,Showdown Captain Mode,5.0,65,114,1,500.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195933135,NFL Showdown Single Entry $5 Double Up (NYG @ LAR),153449,Showdown Captain Mode,5.0,60,80,1,350.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195934587,NFL Showdown Single Entry $5 Double Up (NYG @ LAR),153449,Showdown Captain Mode,5.0,20,39,1,170.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195931114,NFL Showdown Single Entry $25 Double Up (NYG @ LAR),153449,Showdown Captain Mode,25.0,100,114,1,2500.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195929767,NFL Showdown Single Entry $25 Double Up (NYG @ LAR),153449,Showdown Captain Mode,25.0,20,22,1,500.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195929940,NFL Showdown Single Entry $25 Double Up (NYG @ LAR),153449,Showdown Captain Mode,25.0,20,22,1,500.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195933462,NFL Showdown Single Entry $25 Double Up (NYG @ LAR),153449,Showdown Captain Mode,25.0,14,18,1,400.0,2026-09-22 00:15:00+00:00,Mon 8:15PM
195801281,NFL In-Game $15K 2nd Half Clash [$5K to 1st] (2H NYG @ LAR),153454,In-Game Showdown (H2),20.0,74,882,26,15000.0,2026-09-22 01:15:00+00:00,Mon 9:15PM
195801711,NFL In-Game $20K Thunderdome [Must Fill] (2H NYG @ LAR),153454,In-Game Showdown (H2),5300.0,0,4,1,20000.0,2026-09-22 01:15:00+00:00,Mon 9:15PM
195801279,NFL In-Game $1.8K Deep Threat [Single Entry] (2H NYG @ LAR),153454,In-Game Showdown (H2),180.0,0,11,1,1800.0,2026-09-22 01:15:00+00:00,Mon 9:15PM
